ROS Time,Behaviour
02:53: 30,Pausing
02:53: 35,Pausing
02:53: 46,Spinning
02:53: 51,Spinning
02:53: 52,Pausing
02:53: 57,Pausing
02:53: 58,Pausing
02:54: 03,Pausing
02:54: 23,Spinning
02:54: 28,Spinning
02:54: 30,Pausing
02:54: 35,Pausing
02:54: 39,Spinning
02:54: 44,Spinning
02:54: 47,Spinning
02:54: 52,Spinning
02:54: 56,Spinning
02:55: 01,Spinning
02:55: 03,Pausing
02:55: 08,Pausing
02:55: 09,Spinning
02:55: 14,Spinning
02:55: 16,Spinning
02:55: 21,Spinning
02:55: 42,Spinning
02:55: 47,Spinning
02:55: 50,Pausing
02:55: 55,Pausing
02:58: 05,Pausing
02:58: 10,Pausing
