ROS Time,Behaviour
02:53: 45,Pausing
02:53: 50,Pausing
02:53: 57,Spinning
02:54: 02,Spinning
02:54: 07,Spinning
02:54: 12,Spinning
02:54: 12,Pausing
02:54: 17,Pausing
02:54: 22,Spinning
02:54: 27,Spinning
02:54: 41,Pausing
02:54: 46,Pausing
02:54: 47,Spinning
02:54: 52,Spinning
02:54: 52,Spinning
02:54: 57,Spinning
02:55: 07,Spinning
02:55: 12,Spinning
02:55: 12,Spinning
02:55: 17,Spinning
02:55: 21,Pausing
02:55: 26,Pausing
02:55: 33,Spinning
02:55: 38,Spinning
02:55: 43,Spinning
02:55: 48,Spinning
02:55: 58,Pausing
02:56: 03,Pausing
02:56: 03,Pausing
02:56: 08,Pausing
02:56: 08,Spinning
02:56: 13,Spinning
02:56: 13,Pausing
02:56: 18,Pausing
02:56: 37,Spinning
02:56: 42,Spinning
02:57: 01,Spinning
02:57: 06,Spinning
02:57: 06,Spinning
02:57: 11,Spinning
