ROS Time,Behaviour
02:54: 13,Pausing
02:54: 18,Pausing
02:54: 39,Spinning
02:54: 44,Spinning
02:56: 07,Pausing
02:56: 12,Pausing
02:56: 21,Spinning
02:56: 26,Spinning
02:57: 02,Spinning
02:57: 07,Spinning
02:58: 09,Spinning
02:58: 14,Spinning
02:59: 00,Spinning
02:59: 05,Spinning
02:59: 20,Pausing
02:59: 25,Pausing
02:59: 45,Spinning
02:59: 50,Spinning
03:00: 50,Pausing
03:00: 55,Pausing
03:01: 49,Pausing
03:01: 54,Pausing
03:02: 33,Pausing
03:02: 38,Pausing
03:02: 41,Spinning
03:02: 46,Spinning
03:02: 47,Spinning
03:02: 52,Spinning
