ROS Time,Behaviour
02:53: 44,Spinning
02:53: 49,Spinning
02:53: 57,Spinning
02:54: 03,Spinning
02:54: 20,Pausing
02:54: 25,Pausing
02:55: 07,Pausing
02:55: 12,Pausing
02:56: 14,Pausing
02:56: 19,Pausing
02:56: 21,Spinning
02:56: 26,Spinning
02:56: 46,Spinning
02:56: 51,Spinning
02:57: 04,Pausing
02:57: 09,Pausing
02:57: 20,Spinning
02:57: 25,Spinning
02:57: 55,Pausing
02:58: 00,Pausing
02:58: 58,Spinning
02:59: 03,Spinning
02:59: 15,Pausing
02:59: 20,Pausing
02:59: 21,Spinning
02:59: 26,Spinning
02:59: 51,Pausing
02:59: 56,Pausing
02:59: 56,Pausing
03:00: 01,Pausing
03:00: 02,Spinning
03:00: 07,Spinning
03:00: 58,Pausing
03:01: 03,Pausing
03:01: 09,Spinning
03:01: 14,Spinning
03:01: 35,Spinning
03:01: 40,Spinning
03:02: 02,Pausing
03:02: 07,Pausing
03:02: 16,Pausing
03:02: 21,Pausing
03:02: 21,Spinning
03:02: 26,Spinning
03:02: 40,Pausing
03:02: 45,Pausing
03:02: 52,Pausing
03:02: 57,Pausing
03:03: 24,Pausing
03:03: 29,Pausing
03:03: 29,Spinning
03:03: 34,Spinning
03:03: 53,Pausing
03:03: 58,Pausing
