ROS Time,Behaviour
02:53: 31,Spinning
02:53: 36,Spinning
02:53: 37,Pausing
02:53: 42,Pausing
02:53: 42,Spinning
02:53: 47,Spinning
02:53: 47,Spinning
02:53: 52,Spinning
02:53: 55,Pausing
02:54: 00,Pausing
02:54: 00,Spinning
02:54: 05,Spinning
02:54: 06,Pausing
02:54: 11,Pausing
02:54: 13,Pausing
02:54: 18,Pausing
02:54: 19,Spinning
02:54: 24,Spinning
02:54: 26,Spinning
02:54: 31,Spinning
02:54: 33,Spinning
02:54: 38,Spinning
02:54: 39,Pausing
02:54: 45,Pausing
02:54: 45,Spinning
02:54: 50,Spinning
02:54: 54,Spinning
02:54: 59,Spinning
02:55: 11,Pausing
02:55: 16,Pausing
02:55: 22,Spinning
02:55: 27,Spinning
