ROS Time,Behaviour
02:53: 31,Spinning
02:53: 36,Spinning
02:53: 37,Pausing
02:53: 42,Pausing
02:53: 52,Spinning
02:53: 57,Spinning
02:54: 00,Pausing
02:54: 05,Pausing
02:54: 08,Pausing
02:54: 13,Pausing
02:54: 17,Pausing
02:54: 22,Pausing
02:54: 25,Spinning
02:54: 30,Spinning
02:54: 34,Pausing
02:54: 39,Pausing
02:54: 51,Spinning
02:54: 56,Spinning
02:54: 57,Spinning
02:55: 02,Spinning
02:55: 06,Pausing
02:55: 11,Pausing
02:55: 14,Pausing
02:55: 19,Pausing
02:55: 27,Spinning
02:55: 32,Spinning
02:55: 34,Spinning
02:55: 39,Spinning
02:55: 39,Spinning
02:55: 44,Spinning
02:56: 26,Spinning
02:56: 31,Spinning
02:57: 02,Spinning
02:57: 07,Spinning
02:57: 07,Pausing
02:57: 12,Pausing
02:57: 32,Pausing
02:57: 37,Pausing
02:57: 55,Pausing
02:58: 00,Pausing
02:58: 41,Pausing
02:58: 46,Pausing
02:59: 07,Pausing
02:59: 12,Pausing
02:59: 22,Spinning
02:59: 27,Spinning
03:01: 13,Spinning
03:01: 18,Spinning
03:02: 15,Pausing
03:02: 20,Pausing
03:04: 21,Spinning
03:04: 26,Spinning
