ROS Time,Behaviour
02:53: 45,Pausing
02:53: 50,Pausing
02:54: 59,Pausing
02:55: 04,Pausing
02:55: 36,Pausing
02:55: 41,Pausing
02:56: 00,Spinning
02:56: 05,Spinning
02:56: 17,Spinning
02:56: 22,Spinning
02:57: 05,Pausing
02:57: 10,Pausing
02:57: 57,Spinning
02:58: 02,Spinning
02:59: 11,Spinning
02:59: 16,Spinning
02:59: 46,Spinning
02:59: 51,Spinning
03:00: 51,Spinning
03:00: 56,Spinning
03:01: 04,Pausing
03:01: 09,Pausing
03:02: 31,Pausing
03:02: 36,Pausing
03:03: 13,Pausing
03:03: 18,Pausing
03:03: 42,Spinning
03:03: 47,Spinning
03:04: 19,Spinning
03:04: 24,Spinning
03:04: 26,Pausing
03:04: 31,Pausing
