ROS Time,Behaviour
02:53: 44,Spinning
02:53: 49,Spinning
02:53: 55,Spinning
02:54: 00,Spinning
02:54: 32,Spinning
02:54: 37,Spinning
02:54: 37,Pausing
02:54: 42,Pausing
02:55: 39,Spinning
02:55: 44,Spinning
02:55: 52,Spinning
02:55: 57,Spinning
02:57: 10,Pausing
02:57: 15,Pausing
02:57: 50,Spinning
02:57: 55,Spinning
02:57: 56,Pausing
02:58: 01,Pausing
02:59: 14,Spinning
02:59: 19,Spinning
02:59: 45,Spinning
02:59: 50,Spinning
02:59: 55,Pausing
03:00: 00,Pausing
03:00: 01,Spinning
03:00: 06,Spinning
03:00: 15,Spinning
03:00: 20,Spinning
03:00: 24,Pausing
03:00: 29,Pausing
