ROS Time,Behaviour
02:53: 55,Spinning
02:54: 00,Spinning
02:54: 07,Spinning
02:54: 12,Spinning
02:54: 13,Spinning
02:54: 18,Spinning
02:54: 21,Spinning
02:54: 26,Spinning
02:54: 32,Spinning
02:54: 37,Spinning
02:54: 38,Spinning
02:54: 43,Spinning
02:54: 55,Pausing
02:55: 00,Pausing
02:55: 20,Spinning
02:55: 25,Spinning
02:55: 25,Pausing
02:55: 30,Pausing
02:55: 30,Spinning
02:55: 35,Spinning
02:55: 39,Spinning
02:55: 44,Spinning
02:55: 44,Pausing
02:55: 49,Pausing
02:57: 07,Spinning
02:57: 12,Spinning
02:57: 20,Pausing
02:57: 25,Pausing
02:58: 03,Pausing
02:58: 08,Pausing
02:58: 08,Spinning
02:58: 13,Spinning
02:58: 13,Spinning
02:58: 18,Spinning
