1.16,0,59,45,0
2.16,0,67,40,0
3.16,1,19,35,0
4.16,0,53,30,0
5.17,0,53,25,0
6.17,1,6,20,0
7.17,0,68,15,0
8.17,0,98,10,0
9.17,0,34,5,0
10.17,0,21,0,0
11.17,0,84,0,0
12.17,0,23,0,0
13.17,0,75,0,0
14.17,0,7,0,0
15.18,0,96,0,0
16.18,0,26,0,0
17.18,0,19,0,0
18.18,0,56,0,0
19.18,0,93,0,0
20.18,0,12,0,0
21.18,0,61,0,0
22.18,0,2,0,0
23.18,0,33,0,0
24.18,0,68,0,0
25.19,0,88,0,0
26.19,0,22,0,0
27.19,0,95,0,0
28.19,0,64,0,0
29.19,0,55,0,0
30.19,0,82,0,1
31.19,0,22,0,2
32.19,0,99,0,3
33.19,0,80,0,3
34.19,0,57,0,3
35.2,0,81,0,3
36.2,0,37,0,3
37.2,0,74,0,3
38.2,0,12,0,3
39.2,0,38,0,3
40.2,0,30,0,3
41.2,0,37,0,3
42.2,0,4,0,3
43.2,0,42,0,3
44.21,0,3,0,3
45.21,0,82,0,3
46.21,0,28,0,3
47.21,0,36,0,3
48.21,0,61,0,3
49.21,0,3,0,3
50.21,0,9,0,3
51.21,0,28,0,3
52.21,1,0,0,3
53.21,0,81,0,3
54.22,0,72,0,3
55.22,0,29,0,3
56.22,0,9,0,3
57.22,0,34,0,3
58.22,0,8,0,3
59.22,0,99,0,3
60.22,0,36,0,3
61.22,0,30,0,3
62.22,0,35,0,3
63.23,1,0,0,3
64.23,0,95,0,3
65.23,0,49,0,3
66.23,0,30,0,3
67.23,1,0,0,3
68.23,0,76,0,3
69.23,0,20,0,3
70.24,0,14,0,3
71.24,0,50,0,3
72.24,0,2,0,3
73.24,0,69,0,3
74.24,0,66,0,3
75.24,0,60,0,3
76.24,0,50,0,3
77.24,0,37,0,3
78.24,0,30,0,3
79.24,0,30,0,3
80.24,0,24,0,4
81.25,0,25,0,5
82.25,1,8,10,8
83.25,0,71,10,9
84.25,0,55,30,14
85.25,0,66,40,17
86.25,1,2,40,18
87.25,0,96,50,21
88.25,0,95,65,25
89.26,1,10,95,41
90.26,1,2,95,51
91.26,1,41,95,55
92.26,1,20,95,61
93.26,1,61,95,64
94.26,1,99,100,74
95.26,0,98,95,75
96.26,1,43,90,75
97.26,1,54,85,75
98.26,1,22,80,75
99.27,1,73,75,75
100.27,1,51,70,75
101.27,1,29,65,75
102.27,1,0,60,76
103.27,1,3,55,76
104.27,1,55,65,80
105.27,1,83,95,88
106.27,1,43,95,96
107.27,1,86,95,97
108.28,1,2,90,97
109.28,1,17,85,97
110.28,1,42,80,98
111.28,1,74,90,101
112.28,1,17,85,101
113.28,0,83,80,101
114.28,1,20,75,101
115.28,0,79,70,101
116.28,0,72,65,101
117.28,0,78,60,101
118.29,0,59,55,101
119.29,0,90,50,101
120.29,1,16,45,101
121.29,1,39,40,101
122.29,1,13,35,101
123.29,0,100,30,101
124.29,0,91,25,101
125.29,0,55,20,101
126.29,1,8,15,101
127.3,0,94,10,101
128.3,0,62,5,101
129.3,0,13,0,101
130.3,0,99,0,101
131.3,0,72,0,101
132.3,0,44,0,101
133.3,0,85,0,101
134.3,0,3,0,101
135.3,0,55,0,101
136.3,0,25,0,101
137.3,0,78,0,101
138.31,0,15,0,101
139.31,0,34,0,101
140.31,0,22,0,101
141.31,0,38,0,101
142.31,0,19,0,101
143.31,0,80,0,101
144.31,0,9,0,101
145.31,0,34,0,101
146.31,0,11,0,101
147.31,0,71,0,101
148.32,0,15,0,101
149.32,0,84,0,101
150.32,0,38,0,101
151.32,0,83,0,101
152.32,0,52,0,101
153.32,0,58,0,101
154.32,0,4,0,101
155.32,1,0,0,101
156.32,0,98,0,101
157.33,0,63,0,101
158.33,0,24,0,101
159.33,0,77,0,101
160.33,0,30,0,103
161.33,0,12,0,104
162.33,1,0,0,104
163.33,0,37,0,104
164.33,0,15,0,104
165.33,0,55,0,104
166.33,0,96,0,104
167.33,0,31,0,104
168.34,0,64,0,104
169.34,0,1,0,104
170.34,0,54,0,104
171.34,0,20,0,104
172.34,0,44,0,104
173.34,0,95,0,104
174.34,0,15,0,104
175.34,0,62,0,104
176.35,0,38,0,104
177.35,0,39,0,104
178.35,0,23,0,104
179.35,0,14,0,104
180.35,0,98,0,104
181.35,0,17,0,104
182.35,0,78,0,104
183.35,0,49,0,104
184.35,0,4,0,104
185.35,0,18,0,104
186.36,0,47,0,104
187.36,0,95,0,104
188.36,0,50,0,104
189.36,0,86,0,104
190.36,0,60,0,104
191.36,0,13,0,104
192.36,0,53,0,104
193.36,0,47,0,104
194.36,0,8,0,104
195.36,0,3,0,104
196.37,0,45,0,104
197.37,0,57,0,104
198.37,0,86,0,104
199.37,0,45,0,104
200.37,0,35,0,104
201.37,0,46,0,104
202.37,0,5,0,104
203.37,0,90,0,104
204.38,0,52,0,105
205.38,0,20,0,105
206.38,0,82,0,105
207.38,0,73,0,105
208.38,0,41,0,105
209.38,0,61,0,106
210.38,0,82,0,106
211.38,0,91,0,108
212.38,1,7,10,111
213.39,0,41,5,112
214.39,1,12,30,118
215.39,0,86,25,118
216.39,1,17,20,118
217.39,1,8,15,118
218.39,0,67,10,118
219.39,0,84,5,118
220.39,0,27,0,118
221.39,0,46,0,118
222.4,0,21,0,118
223.4,0,54,0,118
224.4,0,29,0,118
225.4,1,0,0,118
226.4,0,79,0,118
227.4,0,88,0,118
228.4,0,75,0,118
229.4,0,80,0,118
230.41,0,28,0,118
231.41,0,71,0,118
232.41,0,53,0,118
233.41,0,86,0,118
234.41,0,22,0,118
235.41,0,23,0,118
236.41,0,15,0,118
237.41,0,46,0,118
238.41,0,31,0,118
239.42,0,99,0,118
240.42,0,60,0,118
241.42,0,86,0,118
242.42,0,49,0,119
243.42,0,58,0,119
244.42,0,27,0,121
245.42,0,53,10,124
246.42,0,7,5,124
247.43,0,59,0,124
248.43,0,58,0,124
249.43,0,76,0,124
250.43,0,52,0,124
251.43,0,54,0,124
252.43,0,20,0,124
253.43,0,74,0,124
254.43,0,75,0,124
255.43,0,29,0,124
256.43,0,39,0,124
257.44,0,28,0,124
258.44,1,0,0,124
259.44,0,57,0,124
260.44,0,74,0,124
261.44,0,97,0,124
262.44,0,86,0,124
263.44,1,0,0,124
264.44,0,27,0,124
265.44,0,74,0,124
266.45,0,93,0,124
267.45,0,78,0,124
268.45,0,15,0,124
269.45,0,37,0,124
270.45,0,36,0,124
271.45,0,15,0,124
