ROS Time,Behaviour
02:53: 44,Spinning
02:53: 49,Spinning
02:53: 56,Spinning
02:54: 01,Spinning
02:54: 11,Spinning
02:54: 16,Spinning
02:54: 23,Pausing
02:54: 28,Pausing
02:54: 28,Spinning
02:54: 33,Spinning
02:54: 34,Spinning
02:54: 39,Spinning
02:54: 41,Spinning
02:54: 46,Spinning
02:55: 07,Pausing
02:55: 12,Pausing
02:55: 12,Spinning
02:55: 17,Spinning
02:55: 17,Spinning
02:55: 22,Spinning
02:55: 35,Pausing
02:55: 40,Pausing
02:55: 54,Pausing
02:55: 59,Pausing
02:56: 19,Pausing
02:56: 24,Pausing
02:56: 25,Spinning
02:56: 30,Spinning
02:56: 30,Pausing
02:56: 35,Pausing
02:56: 35,Pausing
02:56: 40,Pausing
02:56: 57,Spinning
02:57: 02,Spinning
