ROS Time,Behaviour
02:53: 45,Spinning
02:53: 50,Spinning
02:53: 59,Pausing
02:54: 04,Pausing
02:54: 11,Pausing
02:54: 16,Pausing
02:54: 39,Pausing
02:54: 45,Pausing
02:55: 04,Pausing
02:55: 09,Pausing
02:55: 24,Pausing
02:55: 29,Pausing
02:55: 44,Pausing
02:55: 49,Pausing
02:56: 03,Spinning
02:56: 08,Spinning
02:56: 36,Spinning
02:56: 41,Spinning
02:56: 58,Pausing
02:57: 03,Pausing
02:57: 41,Pausing
02:57: 46,Pausing
02:58: 10,Spinning
02:58: 15,Spinning
02:58: 21,Pausing
02:58: 26,Pausing
02:58: 33,Spinning
02:58: 38,Spinning
02:58: 44,Pausing
02:58: 49,Pausing
02:59: 27,Spinning
02:59: 32,Spinning
03:00: 00,Pausing
03:00: 05,Pausing
03:00: 09,Spinning
03:00: 14,Spinning
03:00: 47,Spinning
03:00: 52,Spinning
03:00: 57,Spinning
03:01: 02,Spinning
03:01: 09,Pausing
03:01: 14,Pausing
03:01: 49,Spinning
03:01: 54,Spinning
03:02: 01,Pausing
03:02: 06,Pausing
03:02: 21,Pausing
03:02: 26,Pausing
03:02: 43,Pausing
03:02: 48,Pausing
