1.19,0,97,50,0
2.19,0,100,50,0
3.19,0,95,50,0
4.19,1,18,50,0
5.19,1,11,50,0
6.19,1,23,45,0
7.19,1,35,45,0
8.2,0,74,45,0
9.2,1,17,45,0
10.2,1,22,45,0
11.2,1,32,45,0
12.21,1,3,40,0
13.21,0,54,40,0
14.21,1,2,40,0
15.21,1,16,40,0
16.21,0,94,40,0
17.21,1,10,40,0
18.21,0,86,35,0
19.21,0,81,35,0
20.22,1,23,35,0
21.22,0,73,35,1
22.22,0,88,35,1
23.22,1,9,35,1
24.22,0,53,30,1
25.22,0,74,30,1
26.23,0,62,30,1
27.23,0,92,30,1
28.23,1,18,30,1
29.23,0,90,30,1
30.23,0,32,25,1
31.23,1,20,25,1
32.23,0,26,25,1
33.23,0,62,25,1
34.23,0,79,25,1
35.24,0,89,25,1
36.24,0,71,20,1
37.24,0,93,20,1
38.24,0,63,20,1
39.24,0,56,20,1
40.24,0,21,20,1
41.24,0,25,20,1
42.25,0,91,15,2
43.25,0,63,15,2
44.25,0,27,15,2
45.25,1,13,15,2
46.25,1,11,15,2
47.25,0,19,15,2
48.25,0,36,10,2
49.25,0,76,10,2
50.26,0,89,10,2
51.26,1,8,10,2
52.26,0,57,10,2
53.26,0,12,10,2
54.26,0,43,5,2
55.26,0,18,5,2
56.26,0,53,5,2
57.26,0,9,5,2
58.27,0,61,5,2
59.27,0,38,5,2
60.27,0,59,0,2
61.27,0,35,0,3
62.27,0,39,0,3
63.27,0,91,0,3
64.27,0,4,0,3
65.27,0,82,0,3
66.28,0,17,0,3
67.28,0,31,0,3
68.28,0,35,0,3
69.28,0,30,0,3
70.28,0,30,0,3
71.28,0,66,0,3
72.28,0,74,0,3
73.29,0,99,0,3
74.29,0,18,0,3
75.29,0,15,0,3
76.29,0,12,0,3
77.29,0,65,0,3
78.29,0,72,0,3
79.29,0,49,0,3
80.29,0,54,0,3
81.29,0,12,0,3
82.3,0,66,0,3
83.3,0,61,0,3
84.3,0,43,0,3
85.3,0,35,0,3
86.3,0,46,0,3
87.3,0,80,0,3
88.3,0,32,0,3
89.31,0,6,0,3
90.31,0,96,0,3
91.31,0,14,0,3
92.31,0,93,0,3
93.31,0,31,0,3
94.31,0,7,0,3
95.31,0,95,0,3
96.31,0,89,0,3
97.32,0,43,0,3
98.32,0,8,0,3
99.32,0,21,0,3
100.32,0,2,0,3
101.32,0,88,0,3
102.32,0,8,0,3
103.33,0,5,0,3
104.33,0,63,0,3
105.33,0,30,0,3
106.33,0,91,0,3
107.33,0,70,0,3
108.33,0,70,0,3
109.33,0,79,0,3
110.34,0,6,0,3
111.34,0,29,0,3
112.34,0,77,0,3
113.34,0,99,0,3
114.34,1,0,0,3
115.34,0,26,0,3
116.34,0,11,0,3
117.34,0,98,0,3
118.34,0,7,0,3
119.34,0,3,0,3
120.34,0,93,0,3
121.35,0,87,0,3
122.35,0,43,0,3
123.35,0,14,0,3
124.35,0,67,0,3
125.35,0,6,0,3
126.35,0,72,0,3
127.35,0,70,0,3
128.35,0,60,0,3
129.36,0,86,0,3
130.36,0,13,0,3
131.36,0,68,0,3
132.36,0,43,0,3
133.36,0,74,0,3
134.36,0,19,0,3
135.36,0,38,0,3
136.37,0,44,0,3
137.37,0,72,0,3
138.37,0,81,0,3
139.37,0,98,0,3
140.37,0,99,0,3
141.37,0,1,0,3
142.37,0,70,0,3
143.37,0,84,0,3
144.38,0,38,0,3
145.38,0,7,0,3
146.38,0,95,0,3
